1,117.7806806,121.4104433,132.2404143,149.904299,174.3284011,-156.4100676,-122.9104357
1.2,108.9229277,112.452593,122.8646111,139.7763654,162.2882413,-170.0140857,-140.3011917
1.4,95.16730073,98.4730157,108.1996029,123.9298405,145.2896301,169.1013651,-165.9589247
1.6,76.64311925,79.69694266,88.64973229,102.7178407,120.8117434,141.6402412,160.9297521
1.8,51.87587821,54.67539834,62.62596453,75.9285646,91.77208335,109.5257845,127.4815696
2,23.99729164,26.50274197,33.95974228,45.69255243,60.79132752,78.82078814,99.4563523
2.2,-4.798990439,-2.337395725,4.900034562,17.4832452,32.91944844,53.19627747,77.17630613
2.4,-31.80065135,-29.23231704,-21.62671961,-9.130952797,8.391880418,30.51687411,59.3321178
2.6,-60.59762815,-57.94936074,-50.26343992,-37.20378307,-18.64476288,6.252901067,38.4215666
2.8,-94.33367943,-92.01443436,-85.05786701,-72.99458033,-55.38785194,-31.04086397,1.891288901
3,-141.9125584,-140.7891778,-136.1198956,-129.7377574,-120.291925,-108.1819699,-94.66375667
3.4,106.5720569,110.3263468,122.3539931,137.7797564,152.9353466,164.3822036,170.7867882
3.6,72.03019014,74.05735238,80.64756864,89.64771052,100.639112,112.4897675,126.2960195
3.8,51.06429586,52.95643011,58.64311108,67.66759069,79.51863292,93.36826096,111.1762423
4,37.58405161,39.4035346,45.4105609,54.73050891,67.68553666,83.94783265,103.1549841
