1,145.5284055,145.5284055
1.1,145.0769275,145.0769275
1.2,144.5097856,144.5097856
1.3,143.8751995,143.8751995
1.4,143.0638882,143.0638882
1.5,142.1538266,142.1538266
1.6,141.0692715,141.0692715
1.7,139.7749759,139.7749759
1.8,138.2597628,138.2597628
1.9,136.5999001,136.5999001
2,134.7295867,134.7295867
2.1,132.5031353,132.5031353
2.2,130.072881,130.072881
2.3,127.1935364,127.1935364
2.4,124.0672607,124.0672607
2.5,120.5688418,120.5688418
2.6,116.3759036,116.3759036
2.7,112.1307404,112.1307404
2.8,107.0387933,107.0387933
2.9,101.4021037,101.4021037
3,94.98076231,94.98076231
3.1,88.19314632,88.19314632
3.2,80.91871705,80.91871705
3.3,71.99824504,71.99824504
3.4,62.96465122,62.96465122
3.5,52.65993329,52.65993329
3.6,42.61382144,42.61382144
3.7,31.84179037,31.84179037
3.8,19.79642061,19.79642061
3.9,7.612759134,7.612759134
4,-5.418993187,-5.418993187
4.1,-18.54890234,-18.54890234
4.2,-32.21135463,-32.21135463
4.3,-44.78405692,-44.78405692
4.4,-57.08954622,-57.08954622
4.5,-71.01823307,-71.01823307
4.6,-83.76815641,-83.76815641
4.7,-97.02356506,-97.02356506
4.8,-109.2106854,-109.2106854
4.9,-121.5793899,-121.5793899
5,-135.688437,-135.688437
5.1,-148.0539299,-148.0539299
5.2,-158.3033806,-158.3033806
5.3,-170.3365941,-170.3365941
5.4,179.3638723,-180.6361277
5.5,168.8620432,-191.1379568
5.6,158.0098696,-201.9901304
5.7,148.4186297,-211.5813703
5.8,139.3420267,-220.6579733
5.9,127.4511421,-232.5488579
6,119.4870781,-240.5129219
6.1,115.4959693,-244.5040307
6.2,108.7705777,-251.2294223
6.3,102.4352248,-257.5647752
6.4,96.72439453,-263.2756055
6.5,91.16141892,-268.8385811
6.6,86.24040869,-273.7595913
6.7,81.44668207,-278.5533179
6.8,76.05899352,-283.9410065
6.9,72.8117826,-287.1882174
7,68.89092882,-291.1090712
